inelasticity.n.01	2	the lack of elasticity
suburban.a.01	2	relating to or characteristic of or situated in suburbs
vascular.a.01	2	of or relating to or having vessels that conduct and circulate fluids
bop.n.02	2	an early form of modern jazz (originating around 1940)
relaxer.n.01	2	any agent that produces relaxation
penitent.a.01	2	feeling or expressing remorse for misdeeds
dawn.n.01	2	the first light of day
hour.n.02	2	clock time
relief.n.02	2	the condition of being comfortable or relieved (especially after being relieved of distress)
appeasing.s.01	2	intended to pacify by acceding to demands or granting concessions
solace.n.02	2	comfort in disappointment or misery
relaxant.s.01	2	tending to relax or relieve muscular or nervous tension
easiness.n.01	2	a feeling of refreshing tranquility and an absence of tension or worry
federalization.n.01	2	the state of being under federal control
subordinate.n.01	2	an assistant subject to the authority or control of another
execration.n.03	2	the object of cursing or detestation; that which is execrated
sorcerer.n.01	2	one who practices magic or sorcery
hypnotist.n.01	2	a person who induces hypnosis
psychologist.n.01	2	a scientist trained in psychology
hypnosis.n.01	2	a state that resembles sleep but that is induced by suggestion
mesmer.n.01	2	Austrian physician who tried to treat diseases with a form of hypnotism (1734-1815)
sensible.a.02	2	able to feel or perceive
sensitive.a.01	2	responsive to physical stimuli
jail.n.01	2	a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence)
correctional_institution.n.01	2	a penal institution maintained by the government
penal_institution.n.01	2	an institution where persons are confined for punishment and to protect the public
crochet.n.01	2	needlework done by interlocking looped stitches with a hooked needle
double_crochet.n.01	2	a kind of crochet stitch
gather.n.01	2	sewing consisting of small folds or puckers made by pulling tight a thread in a line of stitching
hemstitch.n.01	2	a stitch in which parallel threads are drawn and exposed threads are caught together in groups
purl.n.02	2	a basic knitting stitch
quilting.n.01	2	stitching through layers of fabric and a filling so as to create a design
single_crochet.n.01	2	a crochet stitch
link.n.01	2	the means of connection between things linked in series
yoke.n.05	2	support consisting of a wooden frame across the shoulders that enables a person to carry buckets hanging from each end
yoke.n.07	2	stable gear that joins two draft animals at the neck so they can work together as a team
splice.n.01	2	a junction where two things (as paper or film or magnetic tape) have been joined together
repulsive.a.02	2	possessing the ability to repel
excommunication.n.01	2	the state of being excommunicated
alarmist.n.01	2	a person who alarms others needlessly
poser.n.03	2	a particularly difficult or baffling question or problem
apprehension.n.03	2	painful expectation
blessedness.n.01	2	a state of supreme happiness
envy.n.01	2	a feeling of grudging admiration and desire to have something that is possessed by another
bluffer.n.01	2	a person who tries to bluff other people
fret.n.01	2	agitation resulting from active worry
care.n.04	2	a cause for feeling concern
demoralization.n.03	2	depression resulting from an undermining of your morale
cheerfulness.n.01	2	the quality of being cheerful and dispelling gloom
chill.n.04	2	a sudden numbing dread
nausea.n.02	2	disgust so strong it makes you feel sick
commiseration.n.01	2	a feeling of sympathy and sorrow for the misfortunes of others
condolence.n.01	2	an expression of sympathy with another's grief
compassion.n.02	2	the humane quality of understanding the suffering of others and wanting to do something about it
mercifulness.n.02	2	a disposition to be kind and forgiving
humaneness.n.01	2	the quality of compassion or consideration for others (people or animals)
contentedness.n.01	2	the state of being contented with your situation in life
craze.n.02	2	state of violent mental agitation
mania.n.02	2	a mood disorder; an affective disorder in which the victim tends to respond excessively and sometimes violently
affective_disorder.n.01	2	any mental disorder not caused by detectable organic abnormalities of the brain and in which a major disturbance of emotions is predominant
panic.n.02	2	sudden mass fear and anxiety over anticipated events
anxiety.n.01	2	(psychiatry) a relatively permanent state of worry and nervousness occurring in a variety of mental disorders, usually accompanied by compulsive behavior or attacks of panic
derangement.n.01	2	a state of mental disturbance and disorientation
insanity.n.01	2	relatively permanent disorder of the mind
mental_illness.n.01	2	any disease of the mind; the psychological state of someone who has emotional or behavioral problems serious enough to require psychiatric intervention
despair.n.01	2	a state in which all hope is lost or absent
despondency.n.01	2	feeling downcast and disheartened and hopeless
dream.n.01	2	a series of mental images and emotions occurring during sleep
empathy.n.01	2	understanding and entering into another's feelings
infuriation.n.01	2	a feeling of intense anger
rejoicing.n.01	2	a feeling of great happiness
dirge.n.01	2	a song or hymn of mourning composed or performed as a memorial to a dead person
wonderer.n.02	2	someone filled with admiration and awe; someone who wonders at something
hideous.s.02	2	so extremely ugly as to be terrifying
rebarbative.s.01	2	serving or tending to repel
repellent.n.02	2	a chemical substance that repels animals
sympathizer.n.02	2	someone who shares your feelings or opinions and hopes that you will be successful
sympathy.n.03	2	a relation of affinity or harmony between people; whatever affects one correspondingly affects the other
peace.n.05	2	a treaty to cease hostilities
treaty.n.01	2	a written agreement between two states or sovereigns
copyist.n.01	2	someone employed to make written copies of documents and manuscripts
photocopy.n.01	2	a photographic copy of written or printed or graphic work
abominator.n.01	2	one who hates or loathes
despisal.n.01	2	a feeling of scornful hatred
contempt.n.01	2	lack of respect accompanied by a feeling of intense dislike
understudy.n.01	2	an actor able to replace a regular performer when required
tinker.n.01	2	a person who enjoys fixing and experimenting with machines and their parts
experimenter.n.02	2	a person who enjoys testing innovative ideas
curate.n.01	2	a person authorized to conduct religious worship
pretermission.n.01	2	letting pass without notice
omissible.s.01	2	capable of being left out
syncope.n.02	2	(phonology) the loss of sounds from within a word (as in `fo'c'sle' for `forecastle')
censure.n.01	2	harsh criticism or disapproval
critic.n.01	2	a person who is professionally engaged in the analysis and interpretation of works of art
demurrer.n.02	2	(law) any pleading that attacks the legal sufficiency of the opponent's pleadings
reflector.n.01	2	device that reflects radiation
satisfactory.a.01	2	giving satisfaction
fulfillment.n.01	2	a feeling of satisfaction at having achieved your desires
renter.n.02	2	an owner of property who receives payment for its use by another person
mortgagor.n.01	2	the person who gives a mortgage in return for money to be repaid
sublease.n.01	2	a lease from one lessee to another
stratification.n.02	2	the condition of being arranged in social strata or classes within a group
equivocation.n.02	2	intentionally vague or ambiguous
ambiguity.n.02	2	unclearness by virtue of having more than one meaning
unclearness.n.01	2	incomprehensibility as a result of not being clear
incomprehensibility.n.01	2	the quality of being incomprehensible
untruthfulness.n.01	2	the quality of being untruthful
dishonesty.n.01	2	the quality of being dishonest
deceptive.s.02	2	designed to deceive or mislead either deliberately or inadvertently
tapper.n.04	2	someone who wiretaps a telephone or telegraph wire
bullshit.n.01	2	obscene words for unacceptable behavior
bunk.n.04	2	unacceptable behavior (especially ludicrously false statements)
drivel.n.01	2	a worthless message
basis.n.02	2	the fundamental assumptions from which something is begun or developed or calculated or explained
contrast.n.01	2	the opposition or dissimilarity of things that are compared; ,
disagreement.n.01	2	a conflict of people's opinions or actions or characters
label.n.03	2	a radioactive isotope that is used in a compound in order to trace the mechanism of a chemical reaction
